,img_name,ID,timestamp,smile,right_eye_open,left_eye_open,level,Left_eye,Right_eye,lip_uppper,lip_lower,lips_angle_up,lips_angle_low,Left_eyebrow_ang1,Left_eyebrow_ang2,Left_eyebrow_ang3,Left_eyebrow_ang4,l_eye_brown_len,l_eye_len_h,l_eye_len_v,Right_eyebrow_ang1,Right_eyebrow_ang2,Right_eyebrow_ang3,Right_eyebrow_ang4,r_eye_brown_len,r_eye_len_h,r_eye_len_v
0,./image/P10/P10_1658544897762.png,P10,2022-07-23 02:54:57.762,0.009943936,0.9955830999999999,0.9965923999999999,1,0.8268308903067442,1.1543927918586954,1.1816449455180937,-0.1539238891690472,0.15260202346538568,-0.17775547497033414,0.7652417878433239,0.08408037209153096,-0.015382556676110113,-1.6963021832345149,0.9892222677207742,0.7825158416538306,0.794487700515238,-1.2993547245681745,-1.600190727394875,-1.5779696347049417,-1.0222082312804528,0.9892222677207742,0.9256036553411808,1.0531076078538253
1,./image/P10/P10_1659814317540.png,P10,2022-08-06 19:31:57.540,0.0067224307,0.9949412,0.9947604999999999,1,0.07494323469764169,-0.015238750618897607,0.7225080503344755,0.11838772609086813,-0.7445036209733628,-0.7094682692766789,-1.477546936442113,-1.5481484056919659,-1.6098320446724872,-0.6841850118724906,0.28980715018792647,0.2374569361679174,0.10659709784116571,0.7350468560818186,0.8156184772185806,0.7406826871637279,0.35045270662156625,0.28980715018792647,0.39515546557750003,-0.14125402091525577
2,./image/P10/P10_1658516970766.png,P10,2022-07-22 19:09:30.766,0.010426057,0.9946151,0.9952253999999999,1,-0.4420141585840773,-0.31220294609670995,0.7880990353607067,0.2936001797342001,-0.8981200069345786,-1.080957841239939,-0.6047347482899909,-0.5497728432575124,-0.3747271794240182,0.2790561368679909,-0.25417209669274154,-0.14484994494956135,-0.5829004201949182,-1.1643204222074246,-0.6317978849789149,-0.3492657076264203,1.123847627090784,-0.25417209669274154,0.016133180793507285,-0.4832486709114066
3,./image/P10/P10_1660491512076.png,P10,2022-08-14 15:38:32.076,0.0076164207,0.7058059,0.99035436,0,-0.8232217540586996,-1.057293617060896,-1.656531635721118,-1.1726514060178939,1.5719799878694323,,0.7208820620332965,-0.021120156367526267,-0.5067166397665971,-1.8228160813384284,-1.572675583339087,-1.3702101356823584,-0.3008488532936248,0.284983281415959,-0.174330676279165,-0.7556760617121515,-0.9638178623097878,-1.572675583339087,-1.5727199482673004,-0.6279397170588565
4,./image/P10/P10_1659804378004.png,P10,2022-08-06 16:46:18.004,0.010426057,0.9962116999999999,0.9947604999999999,1,0.9537153951958264,0.8295547007764674,-0.11814974108505409,-0.004749199534631435,0.17157645152674075,0.8377771954240921,0.2893131348515535,-0.11539176822974229,-0.13939849299601814,-0.6540649415611993,1.212963542816037,1.0339847277244463,0.8363938310401784,0.15408410287916452,0.30482762458227713,0.22477052680574433,0.7434577942845111,1.212963542816037,0.8698799186123748,0.7782293840695926
5,./image/P10/P10_1660832228682.png,P10,2022-08-18 14:17:08.682,0.008071166000000001,0.9974306,0.9952253999999999,0,-0.31014292642861196,-0.3497254978718848,1.4869163216610115,-1.2455209816817356,0.8469554656082552,0.7338297172605801,-0.12552838938282657,-0.34840095613146044,-0.7801488941503892,-1.2280407742331818,0.3960516779614871,0.04291219561607794,-0.3071126359895382,-0.3343968979130987,-0.34169956306460547,-1.0348291409523986,-0.6047589944275306,0.3960516779614871,-0.16942877340383636,-0.35405655330932767
6,./image/P10/P10_1659904934657.png,P10,2022-08-07 20:42:14.657,0.49393222000000003,0.06604922,0.98373055,1,0.45448858775013634,0.5352706875683104,0.23686146536942218,-0.12842857857698342,0.0798172053932182,0.15014766188259407,0.06299640686900446,-0.06975821603062574,-0.009169022983262097,-0.23888826714547942,-0.17171579917320695,0.05593963365561493,0.7961699049147194,1.4635474803754545,1.58116737470908,1.8360818321480377,0.8886769064885927,-0.17171579917320695,0.30214040640287554,0.7936661751484722
7,./image/P10/P10_1658694202266.png,P10,2022-07-24 20:23:22.266,0.008071166000000001,0.9952637999999999,0.9952253999999999,1,0.612955698659645,0.7480771597789448,0.7741609510426326,0.3883487098777563,-0.9558541947959075,0.0022979814546302936,0.8383225402777515,0.5882878898295759,0.7767895410031295,-0.31638386280842795,0.7656104342907502,0.6585688859944262,0.5256354473733368,-0.22506691777825222,-0.39645252800061676,-0.28733477842767846,-0.5398322713466934,0.7656104342907502,0.6408157539887178,0.6284978464420049
8,./image/P10/P10_1660333365887.png,P10,2022-08-12 19:42:45.887,0.011907466,0.9968273999999999,0.99568564,0,-0.6193200169443667,-0.6038067770352116,0.528741348736151,-0.3926033925841124,-0.0019224389692929242,0.20323730683920607,1.2052367430164816,1.3133481591837208,1.2947968658855191,0.3266413407813229,-0.35356653232723667,-0.5180343935238727,-0.5762335389033779,1.3511881028240802,1.6115000527396333,1.4513302894894045,0.8437644563183113,-0.35356653232723667,-0.3608897116566324,-0.5935782965689596
9,./image/P10/P10_1658516926712.png,P10,2022-07-22 19:08:46.712,0.009943936,0.9968273999999999,0.9942909,1,-0.7234872087310368,-0.7142302865450117,-0.25643740118202485,-0.11504806096129037,-0.08057466941397533,-1.4961150083338044,-0.9944060680033519,-0.6312550821597357,-0.6180911959294781,0.7060549489670137,-0.4092988589335144,-0.39063178772132107,-0.8515442842941722,-0.7737338303728187,-1.0480182862127863,-0.6550776394238114,-0.9122618022325198,-0.4092988589335144,-0.32359772613188054,-0.8965735034306815
